timestamp,key,title,hypothesis,changed_fields,model_name,rouge1_f1,rougeL_f1,combined,public_lb,per_language
2026-06-12T16:02:30+00:00,exp01_retrieval_baseline,TF-IDF retrieval baseline,Nearest canonical answer sets the non-generative floor (~0.44 R1).,{},google/mt5-base,0.4504,0.3979,0.4242,,"{""Amh_Eth"":0.1701,""Eng_Gha"":0.2198,""Aka_Gha"":0.2361,""Lug_Uga"":0.4772,""Eng_Ken"":0.4811,""Eng_Uga"":0.5252,""Eng_Eth"":0.6112,""Swa_Ken"":0.6223}"
